Timestamp;Visitors
2024-11-22T20:50:04.039717Z;42
2024-11-22T21:00:04.558119Z;42
2024-11-22T21:10:05.026013Z;11
2024-11-22T21:20:04.419436Z;1
2024-11-22T21:30:04.896629Z;1
2024-11-22T21:40:04.283103Z;1
2024-11-22T21:50:06.178705Z;1
2024-11-22T22:00:04.835500Z;1
2024-11-22T22:10:05.053136Z;—
2024-11-22T22:20:04.357270Z;—
2024-11-22T22:30:05.020790Z;—
2024-11-22T22:40:05.840163Z;—
2024-11-22T22:50:04.068895Z;—
2024-11-22T23:00:06.223998Z;—
2024-11-22T23:10:06.060765Z;—
2024-11-23T06:40:06.239563Z;—
2024-11-23T06:50:04.529391Z;—
2024-11-23T07:00:06.095467Z;—
2024-11-23T07:10:05.437991Z;3
2024-11-23T07:20:04.780648Z;27
2024-11-23T07:30:04.517538Z;27
2024-11-23T07:40:04.814500Z;42
2024-11-23T07:50:05.221645Z;67
2024-11-23T08:00:04.910551Z;67
2024-11-23T08:10:04.241700Z;81
2024-11-23T08:20:04.795768Z;96
2024-11-23T08:30:04.336757Z;96
2024-11-23T08:40:05.250130Z;131
2024-11-23T08:50:04.370183Z;165
2024-11-23T09:00:06.008189Z;165
2024-11-23T09:10:06.046978Z;173
2024-11-23T09:20:08.489452Z;184
2024-11-23T09:30:05.292519Z;184
2024-11-23T09:40:04.902154Z;191
2024-11-23T09:50:05.327682Z;200
2024-11-23T10:00:06.828574Z;200
2024-11-23T10:10:04.424589Z;196
2024-11-23T10:20:05.271842Z;202
2024-11-23T10:30:05.086741Z;202
2024-11-23T10:40:12.907625Z;194
2024-11-23T10:50:04.755090Z;208
2024-11-23T11:00:08.143765Z;208
2024-11-23T11:10:04.903587Z;204
2024-11-23T11:20:04.729684Z;197
2024-11-23T11:30:05.224649Z;197
2024-11-23T11:40:05.885801Z;191
2024-11-23T11:50:05.475110Z;180
2024-11-23T12:00:06.684741Z;180
2024-11-23T12:10:05.915195Z;185
2024-11-23T12:21:38.207506Z;169
2024-11-23T12:30:05.963583Z;169
2024-11-23T12:40:12.702622Z;152
2024-11-23T12:50:06.655047Z;123
2024-11-23T13:00:06.000625Z;123
2024-11-23T13:10:04.885007Z;122
2024-11-23T13:20:04.423022Z;121
2024-11-23T13:30:06.049673Z;121
2024-11-23T13:40:06.074795Z;130
2024-11-23T13:50:04.159769Z;130
2024-11-23T14:00:07.585096Z;130
2024-11-23T14:10:05.659635Z;124
2024-11-23T14:20:05.345308Z;118
2024-11-23T14:30:09.779405Z;118
2024-11-23T14:40:04.813710Z;113
2024-11-23T14:50:04.137528Z;114
2024-11-23T15:00:05.362101Z;114
2024-11-23T15:10:04.027074Z;126
2024-11-23T15:20:04.557867Z;122
2024-11-23T15:30:06.035454Z;122
2024-11-23T15:40:05.131915Z;122
2024-11-23T15:50:05.142781Z;119
2024-11-23T16:00:07.223589Z;119
2024-11-23T16:10:05.119703Z;132
2024-11-23T16:20:05.661046Z;135
2024-11-23T16:30:04.855395Z;135
2024-11-23T16:40:05.690477Z;133
2024-11-23T16:50:05.645662Z;128
2024-11-23T17:00:06.524434Z;128
2024-11-23T17:10:05.154627Z;125
2024-11-23T17:20:04.526533Z;122
2024-11-23T17:30:05.191414Z;122
2024-11-23T17:40:04.469452Z;120
2024-11-23T17:50:04.951740Z;113
2024-11-23T18:00:07.619615Z;113
2024-11-23T18:10:07.239616Z;108
2024-11-23T18:20:05.639315Z;98
2024-11-23T18:30:05.231717Z;98
2024-11-23T18:40:05.415827Z;81
2024-11-23T18:50:06.189508Z;64
2024-11-23T19:00:08.482132Z;64
2024-11-23T19:10:03.991107Z;14
2024-11-23T19:20:04.798464Z;—
2024-11-23T19:30:04.615933Z;—
2024-11-23T19:40:05.769149Z;—
2024-11-23T19:50:04.235070Z;—
2024-11-23T20:00:06.044376Z;—
2024-11-23T20:10:04.680209Z;—
2024-11-23T20:20:05.226778Z;—
2024-11-23T20:30:09.315053Z;—
2024-11-23T20:40:08.079663Z;—
2024-11-23T20:50:05.849101Z;—
2024-11-23T21:00:05.113623Z;—
2024-11-23T21:10:03.950452Z;—
2024-11-23T21:20:04.548045Z;—
2024-11-23T21:30:04.982885Z;—
2024-11-23T21:40:08.501996Z;—
2024-11-23T21:50:05.048899Z;—
2024-11-23T22:00:04.727271Z;—
2024-11-23T22:10:04.829303Z;—
2024-11-23T22:20:04.045563Z;—
2024-11-23T22:30:06.016325Z;—
2024-11-23T22:40:05.134409Z;—
